,number,id,link,title,address,price,company_link,company_name
334,15,210872011,https://www.moyareklama.by/single/ad/210872011,"1-ком. квартира 31 м², 6/10 эт.","Советский район, ул. Лазурная, д. 12","62 818,60 р. 2 026,41  р./м²",/single_spec.php?id=200893805,Агентство ОДО Недвижимость Линия Закона
335,16,210872012,https://www.moyareklama.by/single/ad/210872012,"3-ком. квартира 65 м², 1/9 эт.","Центральный район, ул. Чечерская, д. 7","88 187,65 р. 1 356,73  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона"""
336,17,210872007,https://www.moyareklama.by/single/ad/210872007,"3-ком. квартира 85,7 м², 14/18 эт.","Центральный р-н, ул. Советская, д. 144","209 100 р. 2 439,91  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер"""
337,18,209710170,https://www.moyareklama.by/single/ad/209710170,"3-ком. квартира 80,7 м², 5/9 эт.","Железнодорожный р-н, ул. Рощинская, д. 10","150 000 р. 1 858,74  р./м²",None,Собственник
338,19,210871802,https://www.moyareklama.by/single/ad/210871802,"2-ком. квартира 51,6 м², 4/5 эт.","Центральный р-н, ул. Кирова, д. 8 (ул. Крестьянская)","136 000 р. 2 636,68  р./м²",None,Собственник
339,20,210871780,https://www.moyareklama.by/single/ad/210871780,"1-ком. квартира 22 м², 3/9 эт.","Железнодорожный р-н, пр-т Космонавтов, д. 90 (остановка Молодежная)","315 000 р. 14 318,18  р./м²",None,Собственник
340,1,210345527,https://www.moyareklama.by/single/ad/210345527,"1-ком. квартира 35,3 м², 1/5 эт.","г. Буда-Кошелево, ул. Совхозная, д. д.3","36 000 р. 1 019,83  р./м²",None,Собственник
341,2,210871727,https://www.moyareklama.by/single/ad/210871727,"2-ком. квартира 59,8 м², 5/5 эт.","Ветковский р-н, г. Ветка, ул. Батракова, д. 28а",,None,Собственник
342,3,210801185,https://www.moyareklama.by/single/ad/210801185,"1-ком. квартира 29,9 м², 5/5 эт.","Новобелицкий р-н, ул. Головачёва, д. 1 (Ликероводочный завод)","51 000 р. 1 703,98  р./м²",None,Собственник
343,4,210871695,https://www.moyareklama.by/single/ad/210871695,"1-ком. квартира 32,4 м², 5/5 эт.","Гомельский р-н, аг. Ерёмино, ул. Сурганова, д. 1","36 900 р. 1 138,89  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер"""
344,5,210871690,https://www.moyareklama.by/single/ad/210871690,"2-ком. квартира 59,7 м², 7/10 эт.","Новобелицкий р-н, ул. Белицкая, д. 23",,/single_spec.php?id=210280869,"Агентство ООО ""Ваше агентство недвижимости"""
345,6,210781408,https://www.moyareklama.by/single/ad/210781408,"4-ком. квартира 90,4 м², 1/4 эт.","Центральный р-н, б-р Газеты ""Гомельская Правда"", д. 14","147 354 р. 1 630,02  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер"""
346,7,210871568,https://www.moyareklama.by/single/ad/210871568,"2-ком. квартира 45,7 м², 1/2 эт.","г. Мозырь, ул. Нелидова, д. 26","37 500 р. 819,85  р./м²",None,Собственник
347,8,210871546,https://www.moyareklama.by/single/ad/210871546,"2-ком. квартира 37 м², 1/3 эт.","Центральный р-н, ул. Интернациональная, д. 9","108 000 р. 2 918,92  р./м²",/single_spec.php?id=207501945,"Агентство ООО ""Гид по недвижимости"""
348,9,210871530,https://www.moyareklama.by/single/ad/210871530,"3-ком. квартира 59,5 м², 4/5 эт.","Мозырский р-н, г. Мозырь, ул. Ленинская, д. 62","73 554 р. 1 235,37  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер"""
349,10,210871464,https://www.moyareklama.by/single/ad/210871464,"1-ком. квартира 29,7 м², 1/1 эт.","Советский р-н, ул. Митрополита Филарета, д. 22","41 820 р. 1 408,08  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер"""
350,11,210871428,https://www.moyareklama.by/single/ad/210871428,"1-ком. квартира 27,1 м², 8/9 эт.","Железнодорожный р-н, ул. М.Богдановича, д. 18","38 300 р. 1 414,85  р./м²",/single_spec.php?id=210652159,"Агентство ООО ""Центр недвижимости ""Пакодан Регион"""
351,12,210871424,https://www.moyareklama.by/single/ad/210871424,"2-ком. квартира 50,8 м², 4/9 эт.","Центральный р-н, ул. Катунина, д. 24","87 000 р. 1 712,60  р./м²",/single_spec.php?id=210652159,"Агентство ООО ""Центр недвижимости ""ПАКОДАН Регион"""
352,13,210871397,https://www.moyareklama.by/single/ad/210871397,"1-ком. квартира 36 м², 1/9 эт.","Железнодорожный р-н, ул. Богдановича, д. 12","46 250 р. 1 286,51  р./м²",/single_spec.php?id=210567805,"Агентство ООО ""А21 Недвижимость центр услуг"""
353,14,210801860,https://www.moyareklama.by/single/ad/210801860,"4-ком. квартира 80,2 м², 7/9 эт.","Советский р-н, ул. Владимирова, д. 3","92 000 р. 1 147,13  р./м²",None,Собственник
354,15,210871394,https://www.moyareklama.by/single/ad/210871394,"3-ком. квартира 49,3 м², 4/5 эт.","Центральный р-н, ул. Кожара, д. 34","75 000 р. 1 521,61  р./м²",/single_spec.php?id=210567805,"Агентство ООО ""А21 Недвижимость центр услуг"""
355,16,210871393,https://www.moyareklama.by/single/ad/210871393,"1-ком. квартира 36,2 м², 2/16 эт.","Центральный р-н, ул. Интернациональная, д. 48","56 250 р. 1 554,73  р./м²",/single_spec.php?id=210567805,"Агентство ООО ""А21 Недвижимость центр услуг"""
356,17,210871385,https://www.moyareklama.by/single/ad/210871385,"1-ком. квартира 29,1 м², 8/9 эт.","Железнодорожный р-н, ул. Огоренко, д. 16","43 750 р. 1 501,37  р./м²",/single_spec.php?id=210567805,"Агентство ООО ""А21 Недвижимость центр услуг"""
357,18,210871378,https://www.moyareklama.by/single/ad/210871378,"2-ком. квартира 53,1 м², 3/5 эт.","Центральный р-н, ул. Советская, д. 30","98 000 р. 1 845,57  р./м²",/single_spec.php?id=210567805,"Агентство ООО ""А21 Недвижимость центр услуг"""
358,19,210871198,https://www.moyareklama.by/single/ad/210871198,"4-ком. квартира 81,4 м², 5/9 эт.","Мозырский р-н, г. Мозырь, ул. Полесская, д. 36","68 880 р. 845,78  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер"""
359,20,210871031,https://www.moyareklama.by/single/ad/210871031,"4-ком. квартира 58,4 м², 1/5 эт.","Светлогорский р-н, г. Светлогорск, мкр Молодежный, д. 5 (Индустриальный колледж)","38 500 р. 659,47  р./м²",None,Собственник
360,1,209698497,https://www.moyareklama.by/single/ad/209698497,"3-ком. квартира 60 м², 1/5 эт.","Новобелицкий р-н, ул. Жемчужная, д. 2 (""Кристалл"")",120 000 р. 2 000  р./м²,None,Собственник
361,2,210870926,https://www.moyareklama.by/single/ad/210870926,"3-ком. квартира 62,6 м², 5/5 эт.","Мозырский р-н, г. Мозырь, ул. Интернациональная, д. 86","65 190 р. 1 041,37  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер"""
362,3,210870905,https://www.moyareklama.by/single/ad/210870905,"4-ком. квартира 73,5 м², 1/5 эт.","г. Калинковичи, ул. Дзержинского, д. 144","78 720 р. 1 071,02  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер"""
363,4,210870870,https://www.moyareklama.by/single/ad/210870870,"4-ком. квартира 104 м², 3/5 эт.","Железнодорожный р-н, пр-т Ленина, д. 34",161 200 р. 1 550  р./м²,/single_spec.php?id=207501945,"Агентство ООО ""Гид по недвижимости"""
364,5,210870804,https://www.moyareklama.by/single/ad/210870804,"3-ком. квартира 68 м², 9/10 эт.","Новобелицкий р-н, ул. 1-я Техническая, д. 54 (Хим.изделия)","110 000 р. 1 617,65  р./м²",None,Собственник
365,6,210870563,https://www.moyareklama.by/single/ad/210870563,"3-ком. квартира 65,4 м², 7/9 эт.","Центральный р-н, ул. Мазурова, д. 105","141 570 р. 2 164,68  р./м²",/single_spec.php?id=210652159,"Агентство ООО ""Центр недвижимости ""Пакодан Регион"""
366,7,210870544,https://www.moyareklama.by/single/ad/210870544,"2-ком. квартира 40 м², 1/2 эт.","Советский р-н, ул. Островского","14 300 р. 357,50  р./м²",None,Собственник
367,8,210870474,https://www.moyareklama.by/single/ad/210870474,"2-ком. квартира 48,9 м², 3/5 эт.","Рогачевский район, г. Рогачев, ул. Ленина, д. 67","44 697,85 р. 914,07  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона"""
368,9,210870256,https://www.moyareklama.by/single/ad/210870256,"2-ком. квартира 56,7 м², 13/18 эт.","Советский р-н, ул. Пенязькова, д. 43","98 999 р. 1 746,01  р./м²",None,Собственник
369,10,210870174,https://www.moyareklama.by/single/ad/210870174,"3-ком. квартира 64,2 м², 3/9 эт.","Железнодорожный р-н, ул. Огоренко, д. 7 (""Универсам Брянский"" через 4 подъезда)","108 586 р. 1 692,69  р./м²",None,Собственник
370,11,210870082,https://www.moyareklama.by/single/ad/210870082,"3-ком. квартира 64 м², 2/9 эт.","Советский р-н, ул. 60 лет СССР, д. 10к2 (Универсам)","104 727 р. 1 636,36  р./м²",None,Собственник
371,12,210870053,https://www.moyareklama.by/single/ad/210870053,"2-ком. квартира 42,7 м², 4/4 эт.","Центральный р-н, ул. Интернациональная, д. 31 (р-н остановки ""Зип"")",,/single_spec.php?id=210280869,"Агентство ООО ""Ваше агентство недвижимости"""
372,13,210870031,https://www.moyareklama.by/single/ad/210870031,"2-ком. квартира 46,6 м², 5/9 эт.","Железнодорожный р-н, ул. Петруся Бровки, д. 37","90 900 р. 1 950,64  р./м²",/single_spec.php?id=207501945,"Агентство ООО ""Гид по недвижимости"", УНП 491323159"
373,14,210870022,https://www.moyareklama.by/single/ad/210870022,"1-ком. квартира 31,2 м², 4/4 эт.","Мозырский р-н, г. Мозырь, ул. Студенческая, д. 52","48 555 р. 1 556,25  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер"""
374,15,210546888,https://www.moyareklama.by/single/ad/210546888,"3-ком. квартира 69,7 м², 1/14 эт.","Железнодорожный р-н, ул. Кожара, д. 6 (Рембыттехника)","129 999 р. 1 865,12  р./м²",None,Собственник
375,16,210368752,https://www.moyareklama.by/single/ad/210368752,"2-ком. квартира 62 м², 15/16 эт.","Центральный р-н, ул. Мазурова, д. 25","131 000 р. 2 112,90  р./м²",None,Собственник
376,17,210390535,https://www.moyareklama.by/single/ad/210390535,"3-ком. квартира 65 м², 3/9 эт.","Центральный р-н, ул. Бородина, д. 18","162 080 р. 2 493,54  р./м²",None,Собственник
377,18,210869915,https://www.moyareklama.by/single/ad/210869915,"1-ком. квартира 28,5 м², 3/5 эт.","Центральный р-н, ул. Песина, д. 27",,/single_spec.php?id=210280869,"Агентство ООО ""Ваше агентство недвижимости"""
378,19,210869754,https://www.moyareklama.by/single/ad/210869754,"3-ком. квартира 75 м², 8/9 эт.","Центральный р-н, ул. Головацкого","204 467 р. 2 726,23  р./м²",None,Собственник
379,20,210869736,https://www.moyareklama.by/single/ad/210869736,"3-ком. квартира 56 м², 1/5 эт.","Железнодорожный р-н, ул. Киселева","72 310 р. 1 291,25  р./м²",None,Собственник
380,1,210869741,https://www.moyareklama.by/single/ad/210869741,"3-ком. квартира 68,3 м², 2/10 эт.","Центральный р-н, ул. Катунина","112 210 р. 1 642,90  р./м²",None,Собственник
381,2,210869732,https://www.moyareklama.by/single/ad/210869732,"2-ком. квартира 54,9 м², 5/9 эт.","Новобелицкий р-н, ул. Оськина (104 микрорайон)","95 000 р. 1 730,42  р./м²",None,Собственник
382,3,210395371,https://www.moyareklama.by/single/ad/210395371,"2-ком. квартира 42,7 м², 4/5 эт.","Железнодорожный р-н, ул. Советская, д. 131","56 500 р. 1 323,49  р./м²",None,Собственник
383,4,210869677,https://www.moyareklama.by/single/ad/210869677,"1-ком. квартира 36,6 м², 6/9 эт.","Центральный р-н, ул. Головацкого","64 830 р. 1 771,31  р./м²",None,Собственник
384,5,210869646,https://www.moyareklama.by/single/ad/210869646,"1-ком. квартира 31,3 м², 1/9 эт.","Железнодорожный р-н, ул. 50 лет Гомсельмаша, д. 16","45 000 р. 1 437,70  р./м²",None,Собственник
385,6,210869612,https://www.moyareklama.by/single/ad/210869612,"3-ком. квартира 39,6 м², 1/2 эт.","аг. Коммунар, ул. Ленина, д. 35","30 000 р. 757,58  р./м²",None,Собственник
386,7,210822021,https://www.moyareklama.by/single/ad/210822021,"3-ком. квартира 73,5 м², 5/9 эт.","Центральный р-н, ул. Плеханова, д. 43","129 700 р. 1 764,63  р./м²",/single_spec.php?id=200856033,"Агентство ООО ""Лига права - Недвижимость"""
387,8,210869203,https://www.moyareklama.by/single/ad/210869203,"2-ком. квартира 43 м², 5/9 эт.","Железнодорожный р-н, ул. Максима Богдановича, д. 18","62 300 р. 1 448,84  р./м²",None,Собственник
388,9,210869196,https://www.moyareklama.by/single/ad/210869196,"1-ком. квартира 34 м², 10/16 эт.","Центральный р-н, ул. Мазурова","74 600 р. 2 194,12  р./м²",None,Собственник
389,10,210869194,https://www.moyareklama.by/single/ad/210869194,"1-ком. квартира 21,5 м², 4/5 эт.","Советский р-н, ул. Владимирова, д. 59","40 000 р. 1 860,47  р./м²",None,Собственник
390,11,210869006,https://www.moyareklama.by/single/ad/210869006,"2-ком. квартира 60,9 м², 5/9 эт.","г. Жлобин, мкр 17-й, д. 29 (Бульвар ""Металлургов"")","90 000 р. 1 477,83  р./м²",None,Собственник
391,12,210868443,https://www.moyareklama.by/single/ad/210868443,"1-ком. квартира 36,5 м², 1/1 эт.","Центральный р-н, ул. Уткина (Старый аэродром, Кирова)","42 200 р. 1 156,16  р./м²",/single_spec.php?id=207501945,"Агентство ООО ""Гид по недвижимости"""
392,13,210868515,https://www.moyareklama.by/single/ad/210868515,"1-ком. квартира 34,7 м², 3/5 эт.","Железнодорожный р-н, пл. Победы, д. 2","63 500 р. 1 831,03  р./м²",None,Собственник
393,14,210868452,https://www.moyareklama.by/single/ad/210868452,"1-ком. квартира 44,7 м², 6/10 эт.","Центральный р-н, ул. Мазурова, д. 101-Б (Ледовый дворец)","88 000 р. 1 968,68  р./м²",None,Собственник
394,15,210868206,https://www.moyareklama.by/single/ad/210868206,"2-ком. квартира 47,1 м², 4/9 эт.","Советский р-н, ул. Гайдара, д. 12 (Черноморский рынок)","74 232 р. 1 576,39  р./м²",None,Собственник
395,16,210868340,https://www.moyareklama.by/single/ad/210868340,"2-ком. квартира 46,5 м², 2/9 эт.","Советский р-н, ул. 60 лет ссср, д. 5 (Жукова)","75 000 р. 1 612,90  р./м²",None,Собственник
396,17,210868167,https://www.moyareklama.by/single/ad/210868167,"1-ком. квартира 21,9 м², 6/9 эт.","Железнодорожный р-н, пр-т Космонавтов, д. 100",,/single_spec.php?id=210280869,"Агентство ООО ""Ваше агентство недвижимости"""
397,18,210868157,https://www.moyareklama.by/single/ad/210868157,"1-ком. квартира 28,9 м², 1/9 эт.","Железнодорожный р-н, ул. Огоренко, д. 12",,/single_spec.php?id=210280869,"Агентство ООО ""Ваше агентство недвижимости"""
398,19,210868268,https://www.moyareklama.by/single/ad/210868268,"2-ком. квартира 39,8 м², 3/5 эт.","Советский р-н, ул. Матросова, д. 4 (кинотеатр ""Октябрь"")","73 000 р. 1 834,17  р./м²",None,Собственник
399,20,210868250,https://www.moyareklama.by/single/ad/210868250,"3-ком. квартира 64 м², 7/9 эт.","Центральный р-н, ул. Курчатова, д. 9",112 000 р. 1 750  р./м²,None,Собственник
400,1,210781368,https://www.moyareklama.by/single/ad/210781368,"2-ком. квартира 44 м², 2/5 эт.","Советский р-н, пр-т Речицкий, д. 20 (Гомельоблавтотранс)","69 930 р. 1 589,32  р./м²",None,Собственник
401,2,210868202,https://www.moyareklama.by/single/ad/210868202,"1-ком. квартира 45,3 м², 4/8 эт.","Центральный р-н, ул. Волотовская, д. 11 (парковая зона)","100 850 р. 2 226,27  р./м²",None,Собственник
402,3,210868039,https://www.moyareklama.by/single/ad/210868039,"2-ком. квартира 44,4 м², 3/5 эт.","Советский р-н, ул. Волгоградская, д. 35 (через дом парк ""Фестивальный"")","64 315 р. 1 448,54  р./м²",None,Собственник
403,4,210656541,https://www.moyareklama.by/single/ad/210656541,"2-ком. квартира 35 м², 5/5 эт.","Центральный р-н, пр-т Победы, д. 16","53 000 р. 1 514,29  р./м²",None,Собственник
404,5,210867904,https://www.moyareklama.by/single/ad/210867904,"1-ком. квартира 46 м², 10/10 эт.","Железнодорожный р-н, ул. Свиридова, д. 51","82 620 р. 1 796,09  р./м²",/single_spec.php?id=210652159,"Агентство ООО ""Центр недвижимости ""Пакодан Регион"""
405,6,210867795,https://www.moyareklama.by/single/ad/210867795,"1-ком. квартира 40,7 м², 3/10 эт.","Советский район, ул. Денисенко, д. 78","85 771,55 р. 2 107,41  р./м²",/single_spec.php?id=200893805,"Агентство Одо ""Недвижимость Линия Закона"""
406,7,210867890,https://www.moyareklama.by/single/ad/210867890,"1-ком. квартира 30 м², 3/5 эт.","Советский р-н, ул. Б. Хмельницкого, д. 93","40 000 р. 1 333,33  р./м²",None,Собственник
407,8,210867878,https://www.moyareklama.by/single/ad/210867878,"3-ком. квартира 67,8 м², 9/9 эт.","Советский р-н, ул. И. Мележа, д. 12","90 000 р. 1 326,85  р./м²",None,Собственник
408,9,210867666,https://www.moyareklama.by/single/ad/210867666,"1-ком. квартира 35 м², 4/5 эт.","г. Мозырь, ул. Интернациональная, д. 54","40 755 р. 1 163,76  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер"""
409,10,210867634,https://www.moyareklama.by/single/ad/210867634,"1-ком. квартира 32 м², 4/5 эт.","Новобелицкий р-н, ул. Радищева, д. 1 (2-я школа)","56 500 р. 1 765,63  р./м²",None,Собственник
410,11,210867595,https://www.moyareklama.by/single/ad/210867595,"2-ком. квартира 47 м², 3/9 эт.","Железнодорожный р-н, ул. Карастояновой, д. 8 (ост. Фадеева)","89 000 р. 1 893,62  р./м²",None,Собственник
411,12,210501813,https://www.moyareklama.by/single/ad/210501813,"2-ком. квартира 51,6 м², 2/2 эт.","Гомельский р-н, г. Добруш, ул. Плеханова, д. 19",,None,Собственник
412,13,210867549,https://www.moyareklama.by/single/ad/210867549,"1-ком. квартира 29,3 м², 2/9 эт.","Центральный р-н, ул. Тельмана, д. 39","47 424 р. 1 617,46  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер"""
413,14,210867547,https://www.moyareklama.by/single/ad/210867547,"2-ком. квартира 47 м², 6/9 эт.","Железнодорожный р-н, ул. Огоренко, д. 17 (Волотова)","98 000 р. 2 085,11  р./м²",/single_spec.php?id=207501945,"Агентство ООО ""Гид по недвижимости"""
414,15,210867440,https://www.moyareklama.by/single/ad/210867440,"1-ком. квартира 32 м², 5/5 эт.","Советский р-н, пр-т Речицкий, д. 17",,/single_spec.php?id=210280869,"Агентство ООО ""Ваше агентство недвижимости"""
415,16,210867345,https://www.moyareklama.by/single/ad/210867345,"1-ком. квартира 21 м², 5/9 эт.","Железнодорожный р-н, пр-т Космонавтов, д. 94 (Молодежная)","34 000 р. 1 619,05  р./м²",None,Собственник
416,17,210867302,https://www.moyareklama.by/single/ad/210867302,"3-ком. квартира 57,9 м², 1/9 эт.","Железнодорожный р-н, ул. Ефремова, д. 1","86 760 р. 1 498,45  р./м²",/single_spec.php?id=210652159,"Агентство ООО ""Центр недвижимости ""Пакодан Регион"""
417,18,209969418,https://www.moyareklama.by/single/ad/209969418,"4-ком. квартира 80,6 м², 2/3 эт.","Светлогорский р-н, пос. Медков, д. 3","34 500 р. 428,04  р./м²",None,Собственник
418,19,210866962,https://www.moyareklama.by/single/ad/210866962,"1-ком. квартира 33,2 м², 4/5 эт.","Советский р-н, ул. Жукова, д. 30","51 450 р. 1 549,70  р./м²",/single_spec.php?id=205529748,"Агентство ""Государственная служба недвижимости"""
419,20,210866922,https://www.moyareklama.by/single/ad/210866922,"2-ком. квартира 41,6 м², 1/5 эт.","Советский р-н, пр-т Речицкий, д. 4г","71 630 р. 1 721,88  р./м²",None,Собственник
420,1,209995312,https://www.moyareklama.by/single/ad/209995312,"2-ком. квартира 58,7 м², 8/10 эт.","Советский р-н, ул. Пенязькова, д. 35","135 000 р. 2 299,83  р./м²",None,Собственник
421,2,210814215,https://www.moyareklama.by/single/ad/210814215,"2-ком. квартира 61 м², 3/4 эт.","Центральный р-н, ул. Советская, д. 40","95 000 р. 1 557,38  р./м²",/single_spec.php?id=207501945,"Агентство ООО ""Гид по недвижимости"""
422,3,210866556,https://www.moyareklama.by/single/ad/210866556,"1-ком. квартира 38,6 м², 1/9 эт.","Железнодорожный р-н, ул. Карастояновой, д. 2","63 726 р. 1 650,93  р./м²",/single_spec.php?id=208314513,"Агентство ООО ""Капитал недвижимости"""
423,4,210866547,https://www.moyareklama.by/single/ad/210866547,"2-ком. квартира 54,6 м², 1/4 эт.","Советский р-н, ул. Барыкина, д. 129 (р-н кинотеатра ""Октябрь"")",,/single_spec.php?id=210280869,"Агентство ООО ""Ваше агентство недвижимости"""
424,5,210866372,https://www.moyareklama.by/single/ad/210866372,"2-ком. квартира 49,1 м², 1/5 эт.","Рогачевский район, г. Рогачев, ул. Гоголя, д. 95","63 543,43 р. 1 294,16  р./м²",/single_spec.php?id=200893805,Агентство ОДО Недвижимость Линия Закона
425,6,210804489,https://www.moyareklama.by/single/ad/210804489,"2-ком. квартира 56 м², 5/5 эт.","Железнодорожный р-н, пр-т Ленина, д. 63 (Привокзальная площадь)",,/single_spec.php?id=207501945,"Агентство ООО ""Гид по недвижимости"""
426,7,210824532,https://www.moyareklama.by/single/ad/210824532,"3-ком. квартира 74,2 м², 5/5 эт.","Центральный р-н, пр-т Победы, д. 8","126 000 р. 1 698,11  р./м²",/single_spec.php?id=207501945,"Агентство ООО ""Гид по недвижимости"""
427,8,210845467,https://www.moyareklama.by/single/ad/210845467,"4-ком. квартира 150 м², 5/6 эт.","Железнодорожный р-н, пр-т Ленина, д. 51",,/single_spec.php?id=207501945,Агентство ООО “Гид по недвижимости”
428,9,210790524,https://www.moyareklama.by/single/ad/210790524,"2-ком. квартира 62,6 м², 10/10 эт.","Центральный р-н, ул. Тельмана, д. 3","170 000 р. 2 715,65  р./м²",/single_spec.php?id=207501945,"Агентство ""Гид по недвижимости"""
429,10,210866363,https://www.moyareklama.by/single/ad/210866363,"2-ком. квартира 42,9 м², 1/1 эт.","Гомельский р-н, ст. Берёзки-1","98 980 р. 2 307,23  р./м²",/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт"""
430,11,210722190,https://www.moyareklama.by/single/ad/210722190,"3-ком. квартира 76,5 м², 4/7 эт.","Центральный р-н, б-р Газеты ""Гомельская правда"", д. 30","135 000 р. 1 764,71  р./м²",None,Собственник
431,12,210866095,https://www.moyareklama.by/single/ad/210866095,"2-ком. квартира 53 м², 4/11 эт.","Советский р-н, ул. Пенязькова, д. 57 (Шведская горка)","105 000 р. 1 981,13  р./м²",None,Собственник
432,13,210866075,https://www.moyareklama.by/single/ad/210866075,"3-ком. квартира 82 м², 6/9 эт.","Центральный р-н, ул. Кожара, д. 2 (Рембыттехника)","165 000 р. 2 012,20  р./м²",None,Собственник
433,14,210866040,https://www.moyareklama.by/single/ad/210866040,"2-ком. квартира 40,1 м², 4/4 эт.","Центральный р-н, ул. Билецкого, д. 5","91 723 р. 2 287,36  р./м²",/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт"""
434,15,210866027,https://www.moyareklama.by/single/ad/210866027,"1-ком. квартира 31,3 м², 1/5 эт.","Гомельский р-н, пос. Зябровка, ул. Авиационная, д. 255","22 000 р. 702,88  р./м²",None,"Агентство ООО ""Капитал Недвижимости"""
435,16,210865971,https://www.moyareklama.by/single/ad/210865971,"2-ком. квартира 44,4 м², 5/5 эт.","Центральный р-н, ул. Портовая, д. 12 (фабрика ""8 марта"")","61 900 р. 1 393,20  р./м²",/single_spec.php?id=200856033,"Агентство ООО ""Лига права – Недвижимость»"
436,17,210865934,https://www.moyareklama.by/single/ad/210865934,"2-ком. квартира 50,4 м², 2/3 эт.","Гомельский р-н, пос. Буда-Кошелёво, ул. Луговая, д. 1","42 700 р. 847,22  р./м²",None,Собственник
437,18,210865754,https://www.moyareklama.by/single/ad/210865754,"3-ком. квартира 64,8 м², 1/9 эт.","Советский р-н, ул. Владимирова, д. 57","87 950 р. 1 357,25  р./м²",/single_spec.php?id=210652159,"Агентство ООО ""Центр недвижимости ""ПАКОДАН Регион"""
438,19,210865743,https://www.moyareklama.by/single/ad/210865743,"2-ком. квартира 46,3 м², 4/5 эт.","Речицкий р-н, г. Речица, ул. Сенькина, д. 5","52 500 р. 1 134,89  р./м²",None,Собственник
439,20,210865357,https://www.moyareklama.by/single/ad/210865357,"2-ком. квартира 38,4 м², 5/5 эт.","Железнодорожный р-н, ул. Кожара, д. 22 (Старый аэродром)","55 000 р. 1 431,55  р./м²",/single_spec.php?id=200856033,"Агентство ООО ""Лига права -Недвижимость"""
440,1,210365642,https://www.moyareklama.by/single/ad/210365642,"1-ком. квартира 29,1 м², 8/9 эт.","Железнодорожный р-н, ул. Огоренко, д. 12 (Универсам ""Брянский"")","45 000 р. 1 546,39  р./м²",None,Собственник
441,2,210711346,https://www.moyareklama.by/single/ad/210711346,"3-ком. квартира 58,2 м², 4/5 эт.","Советский р-н, ул. Владимирова, д. 23 (Протезист)","83 000 р. 1 426,12  р./м²",None,Собственник
442,3,210865162,https://www.moyareklama.by/single/ad/210865162,"1-ком. квартира 29,3 м², 8/9 эт.","Железнодорожный р-н, ул. Богданова, д. 1","41 250 р. 1 409,29  р./м²",/single_spec.php?id=210838521,Агентство ООО «Центр недвижимости «Престиж»
443,4,210865130,https://www.moyareklama.by/single/ad/210865130,"3-ком. квартира 100,2 м², 3/5 эт.","Гомельский р-н, пос. Ченки, ул. Речная, д. 18","163 300 р. 1 629,74  р./м²",None,"Агентство ООО ""Капитал Недвижимости"""
444,5,210865121,https://www.moyareklama.by/single/ad/210865121,"2-ком. квартира 43,9 м², 5/5 эт.","Советский р-н, ул. Волгоградская, д. 39","65 800 р. 1 499,54  р./м²",None,"Агентство ООО ""Капитал Недвижимости"""
445,6,210864990,https://www.moyareklama.by/single/ad/210864990,"1-ком. квартира 32,1 м², 16/16 эт.","Советский р-н, пр-т Октября, д. 93 (Речицкий проспект)","55 000 р. 1 713,40  р./м²",None,Собственник
446,7,210864983,https://www.moyareklama.by/single/ad/210864983,"3-ком. квартира 75,6 м², 7/18 эт.","Новобелицкий р-н, ул. Ильича, д. 61 (2-я школа)","195 000 р. 2 579,37  р./м²",None,Собственник
447,8,210864891,https://www.moyareklama.by/single/ad/210864891,"2-ком. квартира 34,6 м², 2/2 эт.","Советский р-н, пер. Бакунина, д. 72","44 800 р. 1 294,80  р./м²",None,Собственник
448,9,210864837,https://www.moyareklama.by/single/ad/210864837,"2-ком. квартира 44,9 м², 2/2 эт.","Гомельский р-н, пос. Янтарный, д. 3","60 000 р. 1 336,30  р./м²",None,Собственник
449,10,210864803,https://www.moyareklama.by/single/ad/210864803,"3-ком. квартира 72 м², 2/3 эт.","Гомельский р-н, аг. Новая гута, ул. Сожская, д. 153","50 000 р. 694,44  р./м²",None,Собственник
450,11,210864806,https://www.moyareklama.by/single/ad/210864806,"2-ком. квартира 50 м², 4/5 эт.","Железнодорожный р-н, ул. Малайчука, д. 15",68 200 р. 1 364  р./м²,None,Собственник
451,12,208577961,https://www.moyareklama.by/single/ad/208577961,"2-ком. квартира 38,4 м², 2/5 эт.","Железнодорожный р-н, ул. Кирова, д. 90 (университет)","62 000 р. 1 614,58  р./м²",None,Собственник
